"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"6450",6450,"629673320041086976","Donald Trump","2015-08-07 08:19:52 -0700","Negative","ÜT: 40.756539,-73.990301","Eastern Time (US & Canada)","Top #GOP strategist on #GOPDebate, specifically #DonaldTrump: ""I saw the destruction of a presidential campaign."" http://t.co/xJ5cqGrsTH",1,1,"1",0.999999999752671,"1",0.870516562650163,"1",0.860894447116711,3,1,1
"6451",6451,"629673315846651904","No candidate mentioned","2015-08-07 08:19:51 -0700","Negative","","Quito","RT @DavidPMiranda: Fritos aren't free! So true. #GOPDebate #FoxNews #Freedom",1,1,"1",0.999999999999999,"1",0.877418238215187,"1",0.867775426821955,3,1,1
"6452",6452,"629673314550575104","No candidate mentioned","2015-08-07 08:19:51 -0700","Negative","The Evergreen State","","#GOPDebate  Hangover, and I don't drink",1,1,"1",1,"1",0.891815138791627,"1",0.814273450450751,3,1,1
"6453",6453,"629673311178506240","No candidate mentioned","2015-08-07 08:19:50 -0700","Negative","CT","Eastern Time (US & Canada)","@BEbstyne @jonstank Cynicism is for wienies. The #GOPDebate was rife with grandstanding and stupidity.",1,1,"1",0.999999999999958,"1",0.874038876904888,"1",0.850798005418097,3,1,1
"6454",6454,"629673310666670080","Ted Cruz","2015-08-07 08:19:50 -0700","Negative","PDX, Oregon <U+2602>  ","Pacific Time (US & Canada)","RT @mydaughtersarmy The GOP debate took an awful toll on Ted Cruz.  #GOPDebate http://t.co/NcU94RGBlO @tedcruz @realDonaldTrump @greggutfeld",1,1,"1",1,"1",0.611255292346708,"3",0.540848846177514,2,1,1
"6456",6456,"629673296360026112","Donald Trump","2015-08-07 08:19:47 -0700","Positive","Milan-Italy","Rome","RT @drginaloudon: Bo (my son, age 8) has the #HappyHour #GOPDEBATE all figured out...   ""Trump should be President. I mean, he's so... http…",1,3,"3",1,"1",0.801560616229379,"1",0.803174745847925,2,3,1
"6457",6457,"629673288852226048","No candidate mentioned","2015-08-07 08:19:45 -0700","Negative","","Atlantic Time (Canada)","It was hard to take @megynkelly serious during last night's #gopdebate when her faux eyelashes kept distracting me.  Why, Megyn, why?",1,1,"1",1,"1",0.925999490198714,"1",0.867947348696735,3,1,1
"6458",6458,"629673288709509120","Donald Trump","2015-08-07 08:19:45 -0700","Positive","","","RT @renomarky: Went to bed speechless after #GOPDebate , woke up pissd off with how @megynkelly @FoxNews went about attacking @realDonaldTr…",1,3,"3",0.994735660161069,"1",0.942841598649521,"1",0.888630707243803,2,3,1
"6459",6459,"629673288575250432","No candidate mentioned","2015-08-07 08:19:45 -0700","Negative","USA ","Pacific Time (US & Canada)","@marklevinshow And INQUISITION  it was ! Very disgusted with @FoxNews moderators especially @megynkelly &amp; Wallace #GOPDebate #NoKellyFiles",1,1,"1",1,"1",0.877413090256641,"1",0.853931648733451,3,1,1
"6460",6460,"629673279024963584","No candidate mentioned","2015-08-07 08:19:43 -0700","Negative","JACKSONVILLE FLA","Pacific Time (US & Canada)","RT @VINNYGUADAGNINO: These mediators are so awkward #GOPDebate",1,1,"1",1,"1",0.890252198470157,"1",0.866865351301046,3,1,1
"6461",6461,"629673275828736000","Donald Trump","2015-08-07 08:19:42 -0700","Negative","","Central Time (US & Canada)","RT @Chanlowe: #GOPDebate cartoon...#Trump @wcgirl @BRios82 @jeromebristow76 @allen_bet @bayonnebernie @FlaDems http://t.co/5k3Bvihwmx",1,1,"1",1,"1",0.884961839754055,"1",0.868077611425013,3,1,1
"6462",6462,"629673270631993344","No candidate mentioned","2015-08-07 08:19:41 -0700","Negative","","","Why is @megynkelly on @FoxNews &amp; hosting a #GOPDebate with a clear biased opinion like this &amp; kindergarten questions https://t.co/agn0zXChx9",1,1,"1",0.999999999998195,"1",0.877581244842309,"1",0.869040668413286,3,1,1
"6464",6464,"629673263917084672","Marco Rubio","2015-08-07 08:19:39 -0700","Negative","new jersey","","@marcorubio did you say God gave you wonderful @GOP candidates? That god must be deaf, dumb and blind.  #GOPDebate",1,1,"1",1,"1",0.838633379388853,"1",0.807536591806878,3,1,1
"6465",6465,"629673257336205312","No candidate mentioned","2015-08-07 08:19:37 -0700","Negative","Philadelphia, PA","Eastern Time (US & Canada)","Not one word about civil rights mentioned at #GOPDebate #BLM IS NOT A SLOGAN.  WE ARE SUBJECT TO POLICE BRUTALITY https://t.co/mWScMJwm1W",1,1,"1",1,"1",0.975501160965727,"1",0.916515340486241,3,1,1
"6466",6466,"629673255369068544","Rand Paul","2015-08-07 08:19:37 -0700","Negative","","","#GOPdebate Anyone else notice @RandPaul's Church Lady face while @ChrisChristie explained why the #4thAmendment sucks?",1,1,"1",1,"1",0.87737274197387,"1",0.799137841547105,3,1,1
"6470",6470,"629673237706838016","Donald Trump","2015-08-07 08:19:33 -0700","Positive","JACKSONVILLE FLA","Pacific Time (US & Canada)","RT @VINNYGUADAGNINO: Bro Donald Trump has to stay in this race as long as possible for entertainment purposes #GOPDebate",1,3,"3",0.999999142163318,"1",0.784937921291923,"1",0.828370776304604,2,3,1
"6472",6472,"629673229540573184","No candidate mentioned","2015-08-07 08:19:31 -0700","Negative","","","@MahaKylie exon mobile and chevron corp wouldn't want their new candidates spreading the truth, after all they just bought them #GOPDebate",1,1,"1",0.99920642330055,"1",0.829743394380587,"1",0.794732813196855,3,1,1
"6474",6474,"629673225870401536","No candidate mentioned","2015-08-07 08:19:30 -0700","Negative","Las Vegas, NV","","RT @LoganJames: Shoutout to Fox for running a Straight Outta Compton trailer right after asking about police brutality against African-Amer…",1,1,"1",1,"1",0.877645995181638,"1",0.877098962750798,3,1,1
"6477",6477,"629673221026004992","Donald Trump","2015-08-07 08:19:29 -0700","Negative","","Arizona","RT @kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Donald Trump is Jon Hamm's Richard Wayne Gary Wayne.",1,1,"1",1,"1",0.877635815935253,"1",0.833609220203565,3,1,1
"6478",6478,"629673213291798528","Donald Trump","2015-08-07 08:19:27 -0700","Positive","London, England","London","Watching #GOPDebate from last night. Wow Trump on fire first 15mins. Says what he thinks, is this a new popular breed in politics? #corbyn",1,3,"3",0.986716107631671,"1",0.889031560159217,"1",0.827292300134205,2,3,1
"6479",6479,"629673206639493120","No candidate mentioned","2015-08-07 08:19:25 -0700","Negative","","","RT @MStuart1970: Right! Do u think survivors of the FOX Massacre Debate realize that? #GOPDebate #FoxDebate  https://t.co/DtVsB531LT",1,1,"1",1,"1",0.929903387840945,"1",0.87343146725832,3,1,1
"6480",6480,"629673205595148288","No candidate mentioned","2015-08-07 08:19:25 -0700","Negative","","Hawaii","@megynkelly She earned that title last night. Too bad she didn't take high road @realDonaldTrump @FoxNews #GOPDebate https://t.co/y4RHOTPvNR",1,1,"1",1,"1",0.854561375452308,"1",0.794582462631089,3,1,1
"6481",6481,"629673201233186816","No candidate mentioned","2015-08-07 08:19:24 -0700","Negative","Linwood","","RT @ColtSTaylor: #GOPDebate Did people in the 1828 debate invoke George Washington like these guys pull out Ronald Reagan?",1,1,"1",0.999999999999999,"1",0.949260928655376,"1",0.869634710451173,3,1,1
"6482",6482,"629673193540878336","No candidate mentioned","2015-08-07 08:19:22 -0700","Positive","sarasota fl","","RT @TheRighToExist: Wow!! She is good!! Watch @CarlyFiorina make Chris Matthews look foolish. I'm liking her more &amp; more!! http://t.co/kebn…",3,3,"3",1,"3",0.69207232642197,"3",0.519493019053751,3,3,3
"6483",6483,"629673183919087616","Donald Trump","2015-08-07 08:19:20 -0700","Positive","","Atlantic Time (Canada)","During #FoxNews' #GOPDebate, #MegynKelly was suffering from delusions that she was a #Minnesota dentist, and #DonaldTrump was #CecilTheLion.",1,3,"3",0.999999999999999,"1",0.866926578281038,"1",0.857025537365096,2,3,1
"6484",6484,"629673169872400384","No candidate mentioned","2015-08-07 08:19:17 -0700","Negative","","Atlantic Time (Canada)","My morning TL taught me 3 things 1) @CarlyFiorina is the Ronda Rousey of #GOPdebate 2) @megynkelly is a bloviating hack 3) @Rosie is a twunt",1,1,"1",0.999993579698353,"1",0.577559940680038,"1",0.629526103435388,3,1,1
"6485",6485,"629673165292204032","No candidate mentioned","2015-08-07 08:19:16 -0700","Negative","Here now","","So many pouty, screechy faces at once #GOPDebate http://t.co/o5AJvLqJN7",1,1,"1",1,"1",0.878278903486903,"1",0.866865351301046,3,1,1
"6486",6486,"629673162393849856","Scott Walker","2015-08-07 08:19:15 -0700","Positive","Long Island, NY","Eastern Time (US & Canada)","Early numbers suggest record audience for first #GOPDebate #Walker16 http://t.co/w96zq1aRUH via @CNNMoney",3,3,"3",0.999999551809139,"3",0.669690811989429,"1",0.688909535106465,2,3,3
"6487",6487,"629673161412448256","Donald Trump","2015-08-07 08:19:15 -0700","Positive","Port St Lucie, FL","Atlantic Time (Canada)","RT @JaclynHStrauss: I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.",3,3,"3",1,"3",0.557032854981224,"1",0.504739299104324,2,3,3
"6488",6488,"629673160753987584","Scott Walker","2015-08-07 08:19:14 -0700","Negative","","Central Time (US & Canada)","RT @blogdiva: THE SCOTT WALKERS OF THE WORLD ARENT MAD ABOUT ABORTION FOR RAPE OR INCEST theyre mad y'all arent compliant to the rape &amp; inc…",1,1,"1",1,"1",0.951039790296056,"1",0.876055438312439,3,1,1
"6490",6490,"629673151182581760","No candidate mentioned","2015-08-07 08:19:12 -0700","Positive","Virginia","","RT @Thomasismyuncle: Good question by Chris Wallace... Cons better learn how to battle these stereotypes #GOPDebate",1,3,"3",0.999999967478396,"1",0.832281321530898,"1",0.733121716558971,2,3,1
"6492",6492,"629673140386426880","No candidate mentioned","2015-08-07 08:19:10 -0700","Negative","Baltimore, Maryland","Eastern Time (US & Canada)","God damn is this presidential debate childish... I know how we can narrow this shit down. #GOPDebate http://t.co/8vqg6XVjYc",1,1,"1",1,"1",0.904162650490342,"1",0.886240382416759,3,1,1
"6494",6494,"629673133662957568","No candidate mentioned","2015-08-07 08:19:08 -0700","Negative","Mid-Hudson Valley or Up State ","Eastern Time (US & Canada)","RT @SanahBanana: Well. Nothing more really needs to be said. #GOPDebate http://t.co/FuBcs0tRZl",1,1,"1",1,"1",0.876612427767786,"1",0.867775426821955,3,1,1
"6495",6495,"629673122409660416","Donald Trump","2015-08-07 08:19:05 -0700","Negative","","","RT @EdMahmoud: Ronald Reagan switched parties once. @realDonaldTrump switched 5 times.  Has been anti-#2A and pro-abortion in the last 6 ye…",1,1,"1",0.999986132924473,"1",0.850359307557952,"1",0.789704353536942,3,1,1
"6496",6496,"629673119628726272","No candidate mentioned","2015-08-07 08:19:05 -0700","Negative","United States","","@ansonmount #GOPDebate  It seems that debate questions simply function to incite personal attacks among candidates w/o clarifying issues.",1,1,"1",1,"1",0.883294240893742,"1",0.873495960826557,3,1,1
"6498",6498,"629673110531371008","Mike Huckabee","2015-08-07 08:19:02 -0700","Positive","Lexington SC","Eastern Time (US & Canada)","RT @tperkins: TRUTH: The military is not a social experiment. -- @GovMikeHuckabee #GOPDebate",3,3,"3",0.999995583455257,"3",0.80136846013369,"1",0.547949730441638,2,3,3
"6499",6499,"629673105535975424","Mike Huckabee","2015-08-07 08:19:01 -0700","Positive","CT/NJ","Eastern Time (US & Canada)","@MikeHuckabeeGOP says he wants 2 legalize prostitution &amp; drugs &amp; tax the hell out of them? That's what I've been saying for yrs. #GOPDebate",1,3,"3",0.999998967888565,"1",0.879916491820438,"1",0.869451575977391,2,3,1
"6500",6500,"629673104676098048","Ted Cruz","2015-08-07 08:19:01 -0700","Positive","Chicago","Central Time (US & Canada)","RT @PatriotJackiB: @MichaelvdGalien @LWilsonDarlene That was fear. They tried to shut @tedcruz out in the #GOPDebate but his message was he…",1,3,"3",0.999999759501706,"1",0.838876248706173,"1",0.767911135155787,2,3,1
"6501",6501,"629673104286027776","Marco Rubio","2015-08-07 08:19:01 -0700","Negative","WDC","Quito","#Republicans don't focus on the future, despite what #Rubio and others said in the #GOPDebate; it's always the past http://t.co/3RgjaDnyri",1,1,"1",0.999999999998202,"1",0.587707521146157,"1",0.749553151567669,3,1,1
"6502",6502,"629673101081473024","Marco Rubio","2015-08-07 08:19:00 -0700","Positive","","Eastern Time (US & Canada)","Nice work @megynkelly asking tough q's in #GOPDebate. Speaking for young Rep's, @marcorubio @johnkasich @realbencarson won some hearts!",3,3,"3",1,"3",0.99090541673102,"3",0.903583057745666,3,3,3
"6503",6503,"629673099672195072","No candidate mentioned","2015-08-07 08:19:00 -0700","Negative","Pittsburgh, PA, USA","America/New_York","#WAR! MORE WAR!!! primary message heard at #GOPDebate last night. Remember when the #GOP was known as the party of #peace? Miss those days",1,1,"1",1,"1",0.929407492613371,"1",0.857056477388047,3,1,1
"6504",6504,"629673098049134592","Donald Trump","2015-08-07 08:18:59 -0700","Positive","","","#Trump's truest and best line: ""if it weren’t for me you wouldn’t even be talking about illegal immigration"" #TRUMPEFFECT  #GOPDEBATE",1,3,"3",0.984545695868156,"1",0.538472198231425,"1",0.683952693946032,2,3,1
"6506",6506,"629673094215532544","Donald Trump","2015-08-07 08:18:59 -0700","Positive","","","Loved watching the #GOPDebate last night! We need @realDonaldTrump to #MakeAmericagreatagain. #inspiration",3,3,"3",1,"3",0.947376643463833,"3",0.904223813503692,3,3,3
"6509",6509,"629673083436146688","No candidate mentioned","2015-08-07 08:18:56 -0700","Negative","AMERIKA","Eastern Time (US & Canada)","SHOVEL COW MANURE? #GOPDebate  https://t.co/WMnt3c3LAB",1,1,"1",1,"1",0.916516775073435,"1",0.865029294001982,3,1,1
"6510",6510,"629673081389187072","Jeb Bush","2015-08-07 08:18:56 -0700","Negative","","Arizona","RT @reignlove5152: @cspanwj /Jeb forgot that his BIG BRO destabilized IRAQ. CREATING ISIL. How could he even think that he can be POTUS? AR…",1,1,"1",1,"1",0.942330916149356,"1",0.913654718769765,3,1,1
"6511",6511,"629673079724212224","No candidate mentioned","2015-08-07 08:18:55 -0700","Negative","Pennsylvania","Eastern Time (US & Canada)","I'm not sure who won but I'm pretty sure the American people lost #GOPDebate",1,1,"1",0.999999999997486,"1",0.927812581101947,"1",0.806920395400427,3,1,1
"6512",6512,"629673079103455232","Marco Rubio","2015-08-07 08:18:55 -0700","Positive","","Eastern Time (US & Canada)","So who won the #GOPDebate last night? I think #Rubio and #Cruz commanded the stage. #Trump did more harm than good for himself",3,3,"3",0.999992427671027,"1",0.528229324374483,"3",0.539018726412327,2,3,3
"6513",6513,"629673075374579712","No candidate mentioned","2015-08-07 08:18:54 -0700","Negative","","Pacific Time (US & Canada)","RT @_HankRearden: America gives Fox low marks after last night. #GOPDebate  http://t.co/ROehWpN3Y5",1,1,"1",1,"1",0.877496055769023,"1",0.894460405047235,3,1,1
"6514",6514,"629673073789272064","Mike Huckabee","2015-08-07 08:18:54 -0700","Negative","Washington, DC","","@GovMikeHuckabee “It is of the utmost danger to society to make religion a party in political disputes.” #GOPDebate",1,1,"1",1,"1",0.822550453430043,"1",0.808638612539411,3,1,1
"6518",6518,"629673062666010624","No candidate mentioned","2015-08-07 08:18:51 -0700","Positive","Goontown, VA-DC-NY","Quito","""People could care less if you like them, they want their civil rights""- @RaulAReyes on the topic of LGBT rights at the #GOPDebate",1,3,"3",0.999968921028559,"1",0.945456982812719,"1",0.878590104919165,2,3,1
"6519",6519,"629673055485214720","No candidate mentioned","2015-08-07 08:18:49 -0700","Positive","Texas","Central Time (US & Canada)","He has the record and experience! #ExperienceMatters! .@GovernorPerry: I’m Ready To Be POTUS: https://t.co/TtNL12DLmN #Perry2016 #GOPDebate",1,3,"3",1,"1",0.506703805536005,"1",0.718607993902434,2,3,1
"6520",6520,"629673049185357824","Donald Trump","2015-08-07 08:18:48 -0700","Positive","","Eastern Time (US & Canada)","#GOPDebate When they all stand on stage together, it looks like a @realDonaldTrump cabinet meeting.",1,3,"3",0.999999596015528,"1",0.740841475916583,"1",0.683156483965943,2,3,1
"6521",6521,"629673049042751488","Donald Trump","2015-08-07 08:18:48 -0700","Negative","","","RT @GodfreyComedian: People are cheering Trump with ""Booray"" #GOPDebate",1,1,"1",0.999999999999866,"1",0.881652349194121,"1",0.830852580331739,3,1,1
"6522",6522,"629673049017614336","Ben Carson","2015-08-07 08:18:48 -0700","Negative","with the Kurds & Israelis 100%","Central Time (US & Canada)","RT @RexHuppke: Ben Carson, I'm Megyn Kelly, and I think you're a total idiot. Your response? #GOPDebate",1,1,"1",1,"1",0.803180622056454,"1",0.751940154629981,3,1,1
"6523",6523,"629673044068466688","Rand Paul","2015-08-07 08:18:47 -0700","Negative","Oakland Raiders","Eastern Time (US & Canada)","I hope Rand Paul knows that this country denies domestic terrorism when it comes to specific groups committing the crime. #GOPDebate",1,1,"1",1,"1",0.889549147260458,"1",0.877017583943118,3,1,1
